newindex,BaseDateTime,coordinate,envelope
775,2017-12-20T16:09:04,POINT (-79.98573669773087 26.82755553604311),"POLYGON ((-80.00573669773087 26.80755553604311, -79.96573669773088 26.80755553604311, -79.96573669773088 26.84755553604311, -80.00573669773087 26.84755553604311, -80.00573669773087 26.80755553604311))"
776,2017-12-20T16:09:58,POINT (-79.98563278769561 26.82939691802038),"POLYGON ((-80.0056327876956 26.80939691802038, -79.96563278769561 26.80939691802038, -79.96563278769561 26.84939691802037, -80.0056327876956 26.84939691802037, -80.0056327876956 26.80939691802038))"
777,2017-12-20T16:08:50,POINT (-79.9664578175385 26.82948924125975),"POLYGON ((-79.98645781753849 26.80948924125975, -79.9464578175385 26.80948924125975, -79.9464578175385 26.84948924125975, -79.98645781753849 26.84948924125975, -79.98645781753849 26.80948924125975))"
778,2017-12-20T16:09:13,POINT (-79.9490880758508 26.75790167882158),"POLYGON ((-79.96908807585079 26.73790167882158, -79.9290880758508 26.73790167882158, -79.9290880758508 26.77790167882158, -79.96908807585079 26.77790167882158, -79.96908807585079 26.73790167882158))"
779,2017-12-21T16:09:14,POINT (-79.96910566653722 26.71965027347986),"POLYGON ((-79.98910566653721 26.69965027347986, -79.94910566653722 26.69965027347986, -79.94910566653722 26.73965027347986, -79.98910566653721 26.73965027347986, -79.98910566653721 26.69965027347986))"
780,2017-12-21T16:09:03,POINT (-79.99406270514027 26.72689186910101),"POLYGON ((-80.01406270514026 26.70689186910101, -79.97406270514027 26.70689186910101, -79.97406270514027 26.74689186910101, -80.01406270514026 26.74689186910101, -80.01406270514026 26.70689186910101))"
781,2017-12-21T16:10:07,POINT (-80.00594750346123 26.68109717391659),"POLYGON ((-80.02594750346123 26.66109717391659, -79.98594750346123 26.66109717391659, -79.98594750346123 26.70109717391659, -80.02594750346123 26.70109717391659, -80.02594750346123 26.66109717391659))"
782,2017-12-21T16:09:26,POINT (-79.94165626189333 26.74622078443895),"POLYGON ((-79.96165626189332 26.72622078443895, -79.92165626189333 26.72622078443895, -79.92165626189333 26.76622078443895, -79.96165626189332 26.76622078443895, -79.96165626189332 26.72622078443895))"
783,2017-12-21T16:09:50,POINT (-79.9615254722811 26.7262231888696),"POLYGON ((-79.98152547228109 26.7062231888696, -79.9415254722811 26.7062231888696, -79.9415254722811 26.7462231888696, -79.98152547228109 26.7462231888696, -79.98152547228109 26.7062231888696))"
784,2017-12-21T16:09:36,POINT (-79.96946953918719 26.79277766021489),"POLYGON ((-79.98946953918718 26.77277766021489, -79.94946953918719 26.77277766021489, -79.94946953918719 26.81277766021489, -79.98946953918718 26.81277766021489, -79.98946953918718 26.77277766021489))"
785,2017-12-21T16:10:13,POINT (-79.98205173714889 26.80536846801329),"POLYGON ((-80.00205173714889 26.78536846801329, -79.9620517371489 26.78536846801329, -79.9620517371489 26.82536846801329, -80.00205173714889 26.82536846801329, -80.00205173714889 26.78536846801329))"
786,2017-12-21T16:09:38,POINT (-79.9724318758244 26.730139311569),"POLYGON ((-79.99243187582439 26.710139311569, -79.9524318758244 26.710139311569, -79.9524318758244 26.750139311569, -79.99243187582439 26.750139311569, -79.99243187582439 26.710139311569))"
787,2017-12-21T16:10:47,POINT (-79.98621809325398 26.8096067976395),"POLYGON ((-80.00621809325398 26.7896067976395, -79.96621809325399 26.7896067976395, -79.96621809325399 26.8296067976395, -80.00621809325398 26.8296067976395, -80.00621809325398 26.7896067976395))"
788,2017-12-21T16:10:57,POINT (-79.97995478622497 26.82247828406919),"POLYGON ((-79.99995478622496 26.80247828406919, -79.95995478622497 26.80247828406919, -79.95995478622497 26.84247828406919, -79.99995478622496 26.84247828406919, -79.99995478622496 26.80247828406919))"
789,2017-12-22T18:24:41,POINT (-79.93793012296368 26.8055546365231),"POLYGON ((-79.95793012296367 26.7855546365231, -79.91793012296368 26.7855546365231, -79.91793012296368 26.8255546365231, -79.95793012296367 26.8255546365231, -79.95793012296367 26.7855546365231))"
790,2017-12-22T18:24:44,POINT (-79.95169469169613 26.81807602315846),"POLYGON ((-79.97169469169613 26.79807602315846, -79.93169469169614 26.79807602315846, -79.93169469169614 26.83807602315846, -79.97169469169613 26.83807602315846, -79.97169469169613 26.79807602315846))"
791,2017-12-22T15:18:34,POINT (-79.97535767698587 26.73102258415618),"POLYGON ((-79.99535767698586 26.71102258415618, -79.95535767698587 26.71102258415618, -79.95535767698587 26.75102258415618, -79.99535767698586 26.75102258415618, -79.99535767698586 26.71102258415618))"
792,2017-12-22T15:19:38,POINT (-79.97889715644772 26.72212091618708),"POLYGON ((-79.99889715644771 26.70212091618708, -79.95889715644772 26.70212091618708, -79.95889715644772 26.74212091618708, -79.99889715644771 26.74212091618708, -79.99889715644771 26.70212091618708))"
793,2017-12-22T15:18:46,POINT (-80.02404583407133 26.58099625742106),"POLYGON ((-80.04404583407133 26.56099625742106, -80.00404583407133 26.56099625742106, -80.00404583407133 26.60099625742106, -80.04404583407133 26.60099625742106, -80.04404583407133 26.56099625742106))"
794,2017-12-23T17:38:35,POINT (-80.05557222583876 25.98861931101592),"POLYGON ((-80.07557222583876 25.96861931101592, -80.03557222583876 25.96861931101592, -80.03557222583876 26.00861931101592, -80.07557222583876 26.00861931101592, -80.07557222583876 25.96861931101592))"
795,2017-12-23T17:37:30,POINT (-80.0440178818132 25.89967667394096),"POLYGON ((-80.0640178818132 25.87967667394096, -80.02401788181321 25.87967667394096, -80.02401788181321 25.91967667394096, -80.0640178818132 25.91967667394096, -80.0640178818132 25.87967667394096))"
796,2017-12-23T16:09:41,POINT (-80.02052397999077 26.3186637280022),"POLYGON ((-80.04052397999077 26.2986637280022, -80.00052397999077 26.2986637280022, -80.00052397999077 26.3386637280022, -80.04052397999077 26.3386637280022, -80.04052397999077 26.2986637280022))"
797,2017-12-23T16:10:51,POINT (-79.99480026443828 26.31720882009599),"POLYGON ((-80.01480026443828 26.29720882009599, -79.97480026443829 26.29720882009599, -79.97480026443829 26.33720882009599, -80.01480026443828 26.33720882009599, -80.01480026443828 26.29720882009599))"
798,2017-12-24T15:19:17,POINT (-79.96335520259869 26.5052925803193),"POLYGON ((-79.98335520259869 26.4852925803193, -79.9433552025987 26.4852925803193, -79.9433552025987 26.5252925803193, -79.98335520259869 26.5252925803193, -79.98335520259869 26.4852925803193))"
799,2017-12-24T15:19:52,POINT (-80.04434339434228 25.79921485912745),"POLYGON ((-80.06434339434227 25.77921485912745, -80.02434339434228 25.77921485912745, -80.02434339434228 25.81921485912745, -80.06434339434227 25.81921485912745, -80.06434339434227 25.77921485912745))"
800,2017-12-24T15:19:40,POINT (-79.92775854300282 26.70262143702677),"POLYGON ((-79.94775854300282 26.68262143702677, -79.90775854300283 26.68262143702677, -79.90775854300283 26.72262143702677, -79.94775854300282 26.72262143702677, -79.94775854300282 26.68262143702677))"
801,2017-12-24T15:19:23,POINT (-80.07384841967259 25.74461907683278),"POLYGON ((-80.09384841967258 25.72461907683278, -80.05384841967259 25.72461907683278, -80.05384841967259 25.76461907683278, -80.09384841967258 25.76461907683278, -80.09384841967258 25.72461907683278))"
802,2017-12-24T15:20:25,POINT (-80.07995078573893 25.73874908289009),"POLYGON ((-80.09995078573893 25.71874908289009, -80.05995078573893 25.71874908289009, -80.05995078573893 25.75874908289009, -80.09995078573893 25.75874908289009, -80.09995078573893 25.71874908289009))"
803,2017-12-24T15:20:10,POINT (-80.05345796936692 26.27466595389445),"POLYGON ((-80.07345796936691 26.25466595389445, -80.03345796936692 26.25466595389445, -80.03345796936692 26.29466595389445, -80.07345796936691 26.29466595389445, -80.07345796936691 26.25466595389445))"
804,2017-12-24T15:20:06,POINT (-79.97257270272172 26.68887227417578),"POLYGON ((-79.99257270272172 26.66887227417578, -79.95257270272172 26.66887227417578, -79.95257270272172 26.70887227417577, -79.99257270272172 26.70887227417577, -79.99257270272172 26.66887227417578))"
805,2017-12-24T15:20:39,POINT (-80.04255954209317 25.86807073848577),"POLYGON ((-80.06255954209317 25.84807073848577, -80.02255954209318 25.84807073848577, -80.02255954209318 25.88807073848577, -80.06255954209317 25.88807073848577, -80.06255954209317 25.84807073848577))"
806,2017-12-24T15:19:50,POINT (-80.00266223706856 26.76317201904568),"POLYGON ((-80.02266223706856 26.74317201904568, -79.98266223706857 26.74317201904568, -79.98266223706857 26.78317201904568, -80.02266223706856 26.78317201904568, -80.02266223706856 26.74317201904568))"
807,2017-12-24T15:19:37,POINT (-80.05318553338201 25.86992141400591),"POLYGON ((-80.073185533382 25.84992141400591, -80.03318553338201 25.84992141400591, -80.03318553338201 25.88992141400591, -80.073185533382 25.88992141400591, -80.073185533382 25.84992141400591))"
808,2017-12-24T15:20:07,POINT (-80.04141578402502 26.03528713499601),"POLYGON ((-80.06141578402502 26.01528713499601, -80.02141578402502 26.01528713499601, -80.02141578402502 26.05528713499601, -80.06141578402502 26.05528713499601, -80.06141578402502 26.01528713499601))"
809,2017-12-24T15:20:59,POINT (-80.03179632680406 25.79369271810348),"POLYGON ((-80.05179632680405 25.77369271810348, -80.01179632680406 25.77369271810348, -80.01179632680406 25.81369271810347, -80.05179632680405 25.81369271810347, -80.05179632680405 25.77369271810348))"
810,2017-12-24T15:19:59,POINT (-80.00488695476 25.99294318472044),"POLYGON ((-80.02488695475999 25.97294318472044, -79.98488695476 25.97294318472044, -79.98488695476 26.01294318472044, -80.02488695475999 26.01294318472044, -80.02488695475999 25.97294318472044))"
811,2017-12-24T15:20:50,POINT (-79.93006038455242 26.73336899793979),"POLYGON ((-79.95006038455242 26.71336899793979, -79.91006038455242 26.71336899793979, -79.91006038455242 26.75336899793979, -79.95006038455242 26.75336899793979, -79.95006038455242 26.71336899793979))"
812,2017-12-24T15:20:19,POINT (-79.97697300180043 26.53814556776328),"POLYGON ((-79.99697300180043 26.51814556776328, -79.95697300180043 26.51814556776328, -79.95697300180043 26.55814556776328, -79.99697300180043 26.55814556776328, -79.99697300180043 26.51814556776328))"
813,2017-12-24T15:19:04,POINT (-79.97630946926108 26.14255904272509),"POLYGON ((-79.99630946926108 26.12255904272509, -79.95630946926109 26.12255904272509, -79.95630946926109 26.16255904272509, -79.99630946926108 26.16255904272509, -79.99630946926108 26.12255904272509))"
814,2017-12-24T15:20:17,POINT (-79.98239827207051 26.73733683620118),"POLYGON ((-80.00239827207051 26.71733683620118, -79.96239827207052 26.71733683620118, -79.96239827207052 26.75733683620118, -80.00239827207051 26.75733683620118, -80.00239827207051 26.71733683620118))"
815,2017-12-24T15:20:35,POINT (-80.00190684292863 26.19233023969418),"POLYGON ((-80.02190684292863 26.17233023969418, -79.98190684292864 26.17233023969418, -79.98190684292864 26.21233023969418, -80.02190684292863 26.21233023969418, -80.02190684292863 26.17233023969418))"
816,2017-12-24T15:20:27,POINT (-80.04285366001091 26.26957913931193),"POLYGON ((-80.0628536600109 26.24957913931193, -80.02285366001091 26.24957913931193, -80.02285366001091 26.28957913931193, -80.0628536600109 26.28957913931193, -80.0628536600109 26.24957913931193))"
817,2017-12-24T15:19:40,POINT (-80.09790556245892 25.80726310490071),"POLYGON ((-80.11790556245892 25.78726310490071, -80.07790556245892 25.78726310490071, -80.07790556245892 25.82726310490071, -80.11790556245892 25.82726310490071, -80.11790556245892 25.78726310490071))"
818,2017-12-24T15:19:51,POINT (-80.00786077156654 26.80454842068193),"POLYGON ((-80.02786077156654 26.78454842068193, -79.98786077156655 26.78454842068193, -79.98786077156655 26.82454842068192, -80.02786077156654 26.82454842068192, -80.02786077156654 26.78454842068193))"
819,2017-12-27T16:56:49,POINT (-79.9191284593408 26.79368082936573),"POLYGON ((-79.93912845934079 26.77368082936573, -79.8991284593408 26.77368082936573, -79.8991284593408 26.81368082936573, -79.93912845934079 26.81368082936573, -79.93912845934079 26.77368082936573))"
820,2017-12-27T16:55:37,POINT (-79.92834538214755 26.80170882342912),"POLYGON ((-79.94834538214755 26.78170882342912, -79.90834538214756 26.78170882342912, -79.90834538214756 26.82170882342912, -79.94834538214755 26.82170882342912, -79.94834538214755 26.78170882342912))"
821,2017-12-28T16:09:11,POINT (-80.06115691958658 25.87891436386743),"POLYGON ((-80.08115691958658 25.85891436386743, -80.04115691958658 25.85891436386743, -80.04115691958658 25.89891436386743, -80.08115691958658 25.89891436386743, -80.08115691958658 25.85891436386743))"
822,2017-12-28T16:09:15,POINT (-79.99370131416906 25.76292404883828),"POLYGON ((-80.01370131416905 25.74292404883828, -79.97370131416906 25.74292404883828, -79.97370131416906 25.78292404883828, -80.01370131416905 25.78292404883828, -80.01370131416905 25.74292404883828))"
823,2017-12-28T16:08:06,POINT (-79.97739701044138 25.78700297915253),"POLYGON ((-79.99739701044138 25.76700297915253, -79.95739701044138 25.76700297915253, -79.95739701044138 25.80700297915253, -79.99739701044138 25.80700297915253, -79.99739701044138 25.76700297915253))"
824,2017-12-31T15:18:20,POINT (-80.03337571759563 25.71348765436614),"POLYGON ((-80.05337571759563 25.69348765436614, -80.01337571759564 25.69348765436614, -80.01337571759564 25.73348765436614, -80.05337571759563 25.73348765436614, -80.05337571759563 25.69348765436614))"
825,2017-12-31T15:19:22,POINT (-80.10005299762388 25.82555289535146),"POLYGON ((-80.12005299762387 25.80555289535146, -80.08005299762388 25.80555289535146, -80.08005299762388 25.84555289535146, -80.12005299762387 25.84555289535146, -80.12005299762387 25.80555289535146))"
826,2017-12-31T15:19:00,POINT (-80.11293841887371 25.77340029374982),"POLYGON ((-80.13293841887371 25.75340029374982, -80.09293841887371 25.75340029374982, -80.09293841887371 25.79340029374982, -80.13293841887371 25.79340029374982, -80.13293841887371 25.75340029374982))"
827,2017-12-31T15:19:43,POINT (-79.93618214344676 25.72382742615422),"POLYGON ((-79.95618214344675 25.70382742615422, -79.91618214344676 25.70382742615422, -79.91618214344676 25.74382742615422, -79.95618214344675 25.74382742615422, -79.95618214344675 25.70382742615422))"
828,2017-12-31T15:18:42,POINT (-79.96772130888971 25.81960134900746),"POLYGON ((-79.9877213088897 25.79960134900746, -79.94772130888971 25.79960134900746, -79.94772130888971 25.83960134900746, -79.9877213088897 25.83960134900746, -79.9877213088897 25.79960134900746))"
829,2017-12-31T15:19:29,POINT (-80.07424061966401 25.72054133014841),"POLYGON ((-80.09424061966401 25.70054133014841, -80.05424061966401 25.70054133014841, -80.05424061966401 25.74054133014841, -80.09424061966401 25.74054133014841, -80.09424061966401 25.70054133014841))"
830,2017-12-31T15:19:21,POINT (-80.05020221279531 25.71314994009894),"POLYGON ((-80.07020221279531 25.69314994009894, -80.03020221279532 25.69314994009894, -80.03020221279532 25.73314994009894, -80.07020221279531 25.73314994009894, -80.07020221279531 25.69314994009894))"
831,2017-12-31T15:18:26,POINT (-80.03201596851029 25.8159591205496),"POLYGON ((-80.05201596851029 25.7959591205496, -80.0120159685103 25.7959591205496, -80.0120159685103 25.8359591205496, -80.05201596851029 25.8359591205496, -80.05201596851029 25.7959591205496))"
832,2017-12-31T15:18:50,POINT (-80.0258056090571 25.7810814813374),"POLYGON ((-80.0458056090571 25.7610814813374, -80.00580560905711 25.7610814813374, -80.00580560905711 25.8010814813374, -80.0458056090571 25.8010814813374, -80.0458056090571 25.7610814813374))"
833,2017-12-31T15:19:59,POINT (-80.02557343800483 25.78085179757229),"POLYGON ((-80.04557343800482 25.76085179757229, -80.00557343800483 25.76085179757229, -80.00557343800483 25.80085179757229, -80.04557343800482 25.80085179757229, -80.04557343800482 25.76085179757229))"
834,,,
835,,,
836,,,
837,,,
838,,,
839,,,
840,,,
841,,,
842,,,
843,,,
844,,,
845,,,
846,,,
847,,,
848,,,
849,,,
850,,,
851,,,
852,,,
853,,,
854,,,
855,,,
856,,,
857,,,
858,,,
859,,,
860,,,
861,,,
862,,,
863,,,
864,,,
865,,,
866,,,
867,,,
868,,,
869,,,
870,,,
871,,,
